nome_imagem,expectancia,moda,mediana,amplitude_quadratica,variancia,assimetria,curtose,entropia,rotulo
1.jpg,46.28376311188811,0,20.0,61009.0,2989.5698281466816,0.7212960921717799,-1.02450820648929,1.9135432779554586,0
13.jpg,62.61024912587413,0,29.0,64009.0,5636.087877909964,0.7904598354650713,-0.8826518651405384,2.2918030703246917,0
15.jpg,72.93471372377623,0,28.0,62001.0,7060.181871880459,0.6174685363998856,-1.2224029805215175,2.347921449472637,0
19.jpg,73.65021306818181,0,33.0,65025.0,7194.7256877824,0.6359394226596522,-1.1798566973259428,2.3999591067082138,0
21.jpg,53.91053868006993,0,28.0,65025.0,3935.8838509117463,0.7058714154885384,-1.0022753933516113,2.15171203503988,0
23.jpg,75.74409965034965,0,33.0,65025.0,7510.561372528533,0.6019658763586629,-1.2510190322992116,2.3978327006944964,0
24.jpg,66.35907451923077,0,31.0,63001.0,5708.135898313067,0.5998740158977226,-1.2138266713026526,2.2987353920092057,0
25.jpg,61.18935751748252,0,23.0,65025.0,4987.458461912392,0.6156556015441854,-1.2331217551684925,2.1449316654336843,0
26.jpg,67.08255026223776,0,31.0,60516.0,5772.524380821336,0.5922430652216769,-1.199592499442652,2.293507650325206,0
28.jpg,61.32973666958042,0,29.0,63504.0,5400.861252968244,0.7979021064463286,-0.8375514442028464,2.3004803100095375,0
3.jpg,64.06310096153847,0,29.0,64516.0,5744.566603932989,0.7356907091017739,-0.9774110645559055,2.313334360651598,0
36.jpg,76.5757757867133,0,37.0,64516.0,7208.501797365812,0.5021978821886314,-1.3656349277648412,2.3704336776568184,0
37.jpg,70.36145104895105,0,30.0,64009.0,6869.588103139213,0.7020307931484351,-1.0795639818174168,2.374792638230977,0
38.jpg,72.60014204545455,0,34.0,62500.0,6590.641413878425,0.5389491956560171,-1.2973396821632128,2.3407937857755376,0
42.jpg,68.95072115384616,0,30.0,63001.0,6395.568211892524,0.6576797787252464,-1.1406658984137283,2.3339256553623877,0
44.jpg,61.79228583916084,0,28.0,65025.0,5546.408668638575,0.8061664678317604,-0.84912264784922,2.2811660772759903,0
46.jpg,72.80089051573427,0,36.0,64516.0,6715.27763578915,0.5769284280251029,-1.2187920424506995,2.398523481753011,0
51.jpg,64.29075611888112,0,33.0,65025.0,5285.5949298478645,0.5978925174311122,-1.201183156008613,2.2920672667515647,0
52.jpg,54.73410183566433,0,29.0,63001.0,4093.6807732536163,0.7287332299088605,-0.9551910451517327,2.1758438382757475,0
54.jpg,71.6204381555944,0,31.0,63001.0,6747.192717115712,0.616038454541888,-1.223131196555287,2.3478929294492676,0
55.jpg,68.27442089160839,0,33.0,65025.0,6001.797781023899,0.5893925979766936,-1.2248994146450642,2.330953208851157,0
56.jpg,67.29769449300699,0,31.0,62500.0,5833.357127551771,0.6110069269324141,-1.1521655751803668,2.3130546456650354,0
66.jpg,56.18736341783217,0,26.0,65025.0,4182.7431674583995,0.6342314858356155,-1.1814641808325597,2.100146208416327,0
69.jpg,72.95268793706293,0,31.0,65025.0,6893.834955624645,0.5760239892518558,-1.2890210542120881,2.339263444055234,0
79.jpg,67.35713505244755,0,29.0,65025.0,6227.5154287676,0.7085480207690963,-1.0326307222550621,2.345593896238132,0
8.jpg,70.11573972902097,0,30.0,65025.0,6644.036456806385,0.6574319909047482,-1.1534313646117194,2.3485564307137667,0
80.jpg,52.81326486013986,0,23.0,61504.0,3633.148587155373,0.5942079551011575,-1.2483011059815023,2.036417069429721,0
COVID-10.png,141.35546582252994,124,136.0,51529.0,1650.2517718104475,0.015495119058601315,-0.39808859633101257,2.322294247614468,1
COVID-11.png,149.83344705316495,181,153.0,38809.0,2116.3007351888864,-0.1311351714758953,-1.1264743456195068,2.4579606002968055,1
COVID-12.png,150.6977998008971,147,150.0,65025.0,2567.457774043029,-0.30572349574167174,0.44887531481305354,2.5845384525382396,1
COVID-13.png,120.62544043131508,0,122.0,65025.0,3747.9169528113,-0.1772255324851843,-0.8524227154090052,2.836839182795986,1
COVID-14.png,124.46908871265423,103,112.0,32761.0,1757.8637467887095,0.6050010768849233,-0.8627149645685637,2.1942589443582943,1
COVID-15.png,158.4232950414425,198,164.0,62001.0,2394.4270002096923,-0.9996084494595749,1.3641438170840496,2.4990274102902585,1
COVID-17.png,123.76983478932003,86,102.0,38809.0,2710.2929820746954,0.9465980525132393,-0.44747070657485377,2.215589081151568,1
COVID-19.png,117.14655317054618,9,126.0,60516.0,5780.427398578981,-0.20657333299408728,-1.327626425496406,2.8139967788700404,1
COVID-2.png,150.6405297479894,214,153.0,42436.0,2388.051908865797,-0.048478148333162524,-1.3188351314763556,2.461293751184353,1
COVID-20.png,135.49243297054844,106,129.0,50625.0,1694.9778988031967,0.2630480795257416,-0.6331405544084361,2.3879574220583377,1
COVID-22.png,102.07846668381785,5,108.0,51984.0,5118.981337526571,-0.04902813824265861,-1.3414223088287724,2.7337975329919484,1
COVID-23.png,120.34528696547018,112,116.0,51984.0,1436.7940217297669,-0.017427257168632998,-0.12717416150376826,2.275720419408166,1
COVID-24.png,148.57567588729432,0,172.0,64516.0,5892.983817460482,-0.7091182034915715,-0.6479676533503502,2.8208511947702717,1
COVID-25.png,128.781098645429,3,138.0,60025.0,3099.427971728404,-0.4898928445475658,-0.0752293510355333,2.685062732189585,1
COVID-26.png,111.7489513540117,134,112.0,20449.0,867.5925936420111,0.07226539266033392,-0.9427835854913043,1.964511674234218,1
COVID-27.png,134.730730081319,3,146.0,58081.0,3367.287333086292,-0.6752464099762411,-0.3090749007385054,2.6631360494286196,1
COVID-28.png,142.61572018210086,254,130.0,65025.0,5095.700417969107,0.1679383395274804,-0.8900244870911531,2.8165643742535966,1
COVID-29.png,165.81687005738192,205,180.0,65025.0,1731.4806299323213,-1.0013085023159907,0.7805141258676804,2.2152187430374823,1
COVID-30.png,150.90924038880996,0,175.0,65025.0,6354.217218784071,-0.658746849336524,-0.7310225854192876,2.826983001223348,1
COVID-31.png,145.16928222279392,162,149.0,51076.0,1942.6661232294966,-0.28839889686149484,-0.36075549839244436,2.3921917030262563,1
COVID-32.png,124.47211999865773,6,132.0,65025.0,3421.0597058097414,-0.13216737493804198,-0.9458385961455713,2.8292262585589016,1
COVID-33.png,126.80513640787015,25,131.0,55225.0,3911.9421738164165,-0.30674676767991077,-0.9173469938898258,2.8039884507795785,1
COVID-35.png,137.17868927640632,57,141.0,47524.0,1670.446308640948,-0.13534174963147047,-0.8828130384706023,2.4073137394125985,1
COVID-36.png,153.96219281663517,1,179.0,65025.0,6624.255458123737,-0.6254704281905126,-0.8385856535063816,2.817351295812629,1
COVID-37.png,90.2944374224002,0,98.0,54289.0,1915.1110896268515,-0.6560103414603484,-0.42798421585825563,2.2767301005108878,1
COVID-38.png,135.673549512869,53,142.0,41616.0,1980.9532951816323,-0.10574487841728016,-0.9979093515297639,2.473611309532232,1
COVID-39.png,150.98540284784286,0,165.0,65025.0,4852.600887581978,-0.8090333447602375,-0.11337903489465706,2.7874519671590754,1
COVID-4.png,116.71467880672476,16,121.0,64516.0,3331.5721751099195,-0.18463325123440746,-0.9285219837943952,2.7938763366137884,1
COVID-41.png,137.277424189886,57,140.0,44521.0,1600.4998302618815,-0.0496093035831747,-0.8515071910273821,2.3766738009896464,1
COVID-42.png,130.95808771713962,0,135.0,65025.0,5677.770181034621,-0.22272198328794515,-0.7721983082163266,2.885142644822034,1
COVID-43.png,123.37110323150748,117,119.0,32761.0,1555.9046420967134,0.25543198808261375,-0.765862949580133,2.3447469039526854,1
COVID-44.png,131.08758291294282,157,135.0,56169.0,1836.1143189202767,-0.09830460841908956,-0.935322309386736,2.4154809001041477,1
COVID-45.png,129.2872115524435,0,133.0,65025.0,6843.932598840817,-0.17557139682271206,-1.089492506737825,2.8934452110522573,1
COVID-46.png,153.23329716669835,204,166.0,58564.0,2211.8588955492014,-0.7329172604703088,-0.42217642596191274,2.465664143007174,1
COVID-47.png,142.37262446728784,0,158.0,64516.0,5460.032771010629,-0.49722011174257946,-0.8231641401339411,2.9264021293208624,1
COVID-48.png,157.0453350633662,235,169.0,56169.0,3162.6674115165174,-0.5649340108305152,-0.49750465896763973,2.768174535831028,1
COVID-5.png,167.83579602017875,193,184.0,44944.0,2343.858474576081,-0.6954224252655785,-0.699260939675892,2.4247624584705885,1
COVID-51.png,172.56205187861434,199,184.0,55225.0,1910.1356362591403,-1.1286862965869031,1.1437939726018236,2.3858668035824495,1
COVID-53.png,147.16933815057996,177,161.0,53824.0,2608.6971889546917,-1.1225297508272125,0.969661682537521,2.4554837257447635,1
COVID-54.png,126.22612722452769,190,129.0,43681.0,2115.7889577524743,-0.12167977302788578,-1.2866799237754152,2.4168486582160735,1
COVID-55.png,161.76615474099842,225,162.0,61504.0,3008.6944355322125,-0.6840509323017278,0.15838006074648625,2.6876094244314754,1
COVID-56.png,121.82359257726424,205,121.0,46656.0,3061.9652003728825,-0.07649021803071983,-1.0483353185544677,2.7226668898456423,1
COVID-57.png,124.26514244807105,135,131.0,65025.0,753.5345361171678,-0.7097296123567188,1.2670721389659052,1.7739018225833478,1
COVID-58.png,141.19736915694455,22,138.0,65025.0,3994.370425624163,0.041321959239762895,-0.87394723786083,2.8749220959316726,1
COVID-59.png,174.12577040525275,247,177.0,53824.0,2393.3506765871,-0.4070844532300962,-0.527341497243262,2.5405323380961016,1
COVID-6.png,152.10205702397064,201,155.0,44100.0,1594.9261734400432,-0.9891432523834138,1.0697167577156899,2.307767092152213,1
COVID-60.png,154.6924531045514,184,164.0,65025.0,1385.448786905176,-0.7438047376585559,0.11108202084375618,2.1809819733585885,1
COVID-61.png,124.0331651771233,0,132.0,55696.0,3584.657673462823,-0.4545545420611649,-0.5566127859782926,2.7394987730126994,1
COVID-62.png,138.44552074361584,180,147.0,35344.0,1378.252199738054,-0.999645312792393,0.595020973889147,2.0553704744412786,1
COVID-63.png,151.93391572801198,3,170.0,65025.0,2867.838207336843,-1.2031949662887536,0.8436596605641995,2.436403885162712,1
COVID-64.png,144.0313083746267,176,152.0,43264.0,1878.8456657963493,-1.0880567622553716,0.8973444028513828,2.305661352744344,1
COVID-7.png,149.37020838693078,223,156.0,61504.0,3211.964096744083,-0.5152391623066275,-0.463223260947609,2.7135767302945815,1
COVID-8.png,160.47578886142213,226,167.0,43264.0,2429.6308748782512,-0.2954412260581074,-1.1003014233934845,2.5368203966173257,1
COVID-9.png,125.14219080323487,0,131.0,65025.0,3214.9732829667373,-0.496254515422328,0.16175425613721295,2.6565745170003456,1
Snap-181.jpg,248.30787272135416,255,255.0,24336.0,679.3804524245553,-3.7787747662107534,12.731344206029506,0.4302030795110557,2
Snap-185.jpg,249.33485493977864,255,255.0,23409.0,559.3995711846053,-4.1933227163667635,16.453926080940256,0.41177776315491754,2
Snap-187.jpg,248.31517557779947,255,255.0,22801.0,702.4038302487135,-3.8476245717909805,13.24126189959691,0.4226008914762465,2
Snap-188.jpg,248.68541849772134,255,255.0,21904.0,609.6870994728903,-3.8003072756965226,12.920730853316106,0.42435609637171284,2
Snap-189.jpg,248.36193115234374,255,255.0,20164.0,616.4467524229942,-3.640553753623662,11.771476490196589,0.45684592394591356,2
Snap-190.jpg,248.34626139322916,255,255.0,21316.0,672.0409778847986,-3.795626709331289,12.884564309983265,0.43753033467778496,2
Snap-30.jpg,246.00428466796876,255,255.0,34225.0,1300.3684272796415,-3.8441821316105913,12.979472286566189,0.4202734541994286,2
Snap-31.jpg,244.9569091796875,255,255.0,35721.0,1453.4180243661006,-3.6200645642167912,11.312973224853568,0.4600044291337126,2
Snap-32.jpg,245.60808451334634,255,255.0,32400.0,1343.7904214163602,-3.719264460154606,12.00154607556871,0.43108798567345774,2
Snap-33.jpg,245.76243957519532,255,255.0,33856.0,1381.0287951471055,-3.838639607358849,12.896079189678858,0.40776931856003285,2
Snap-34.jpg,245.9989589436849,255,255.0,34969.0,1369.390856460147,-3.950634320189433,13.804385717649954,0.3953353635788547,2
Snap-35.jpg,244.5316249593099,255,255.0,34225.0,1532.4090458417666,-3.5424683236933836,10.705091958984747,0.4615294997055178,2
Snap-38.jpg,247.1348887125651,255,255.0,33856.0,1168.9159531878918,-4.199939909369435,15.846971218521858,0.3686387010249452,2
Snap-39.jpg,246.04100443522137,255,255.0,33124.0,1268.9088372316696,-3.8161401043509984,12.785809244329842,0.42592818291955736,2
Snap-40.jpg,246.4712762451172,255,255.0,32761.0,1244.7369264107492,-3.9742811464273218,13.970798324472682,0.40024253519747593,2
Snap-42.jpg,244.94040181477865,255,255.0,34969.0,1497.1589539563834,-3.6559776093091503,11.521111436269576,0.43538897124075815,2
Snap-43.jpg,241.79928080240884,255,255.0,36100.0,1932.5864991165442,-3.091318324679279,7.680234055235857,0.535250345400444,2
Snap-44.jpg,240.5841491699219,255,255.0,34969.0,2038.4139479699359,-2.8704575778259334,6.3733199644348915,0.591154548283154,2
Snap-46.jpg,245.38610860188803,255,255.0,34596.0,1430.7568065814673,-3.754096439532703,12.263263165203767,0.42486006911239493,2
Snap-48.jpg,242.79314900716145,255,255.0,34225.0,1700.7539672240534,-3.1400136745015716,7.985000396248038,0.524898590347372,2
Snap-49.jpg,246.24942545572915,255,255.0,34596.0,1291.6836870071386,-3.927812843364624,13.579381462179402,0.3968486777082556,2
Snap-50.jpg,244.28324157714843,255,255.0,36100.0,1626.1500222151594,-3.563591531020319,10.85066193594803,0.4402150932881041,2
WP_20150902_017.jpg,117.36484726914415,95,114.0,59049.0,2024.2351357663692,0.3470970608630307,-0.507518149880172,2.5059380986985245,3
WP_20150902_018.jpg,120.06800014076576,137,116.0,57121.0,1774.6405582725224,0.473035419290054,-0.3260661872039292,2.404443863446726,3
WP_20150902_021.jpg,125.89816216216217,107,118.0,63504.0,1825.7963559691989,0.36908779170944017,-0.32939344416477123,2.4439104858471628,3
WP_20150902_037.jpg,117.54015104166666,158,122.0,60516.0,2157.0916629501594,0.10880572631661288,-0.6031673543893534,2.5245103333216976,3
WP_20150902_041.jpg,121.83414935247748,124,120.0,53361.0,1698.542127149428,0.3824950855861092,0.18002260340684684,2.3847881992210653,3
WP_20150917_001.jpg,153.68549845157656,207,170.0,53361.0,3421.6667175767143,-0.3685365291502083,-1.3047450014674729,2.632753560949059,3
WP_20150917_002.jpg,148.77096354166667,182,154.0,58081.0,2173.726660684763,-0.07848013193686366,-1.1055043675944767,2.4945579777345364,3
WP_20150917_003.jpg,142.03750929054053,78,148.0,54289.0,3005.3769750914116,0.018213450055020577,-1.6022783483139784,2.3271624123010604,3
WP_20150917_004.jpg,144.20794341216217,170,153.0,47961.0,1888.7960044697707,-0.04235324402650624,-1.3040962733055248,2.301286383710663,3
WP_20150917_005.jpg,140.4700126689189,201,169.0,50625.0,4200.408000253217,-0.15398836291221324,-1.7507521556818044,2.313132049526151,3
WP_20150917_006.jpg,138.87959853603604,168,152.0,43264.0,2316.4601293320698,-0.09607895591954706,-1.4440449669049111,2.3638666222995406,3
WP_20150917_008.jpg,137.45945495495496,179,141.0,41209.0,3241.4236286218447,0.11130352785496922,-1.5688589863082143,2.407802138413336,3
WP_20150917_009.jpg,135.4762393018018,173,126.0,44521.0,2112.2661654404824,0.158072543037158,-1.4131593224280616,2.2836687121119104,3
WP_20150917_011.jpg,135.56986782094594,143,133.0,47961.0,2217.7004971475058,0.19803319804089153,-1.1458337942014987,2.440068678967639,3
WP_20150917_013.jpg,141.57510008445945,187,148.0,50625.0,2679.7284953939807,-0.14749673131887373,-1.35397105214641,2.5529451503098874,3
WP_20150917_014.jpg,145.3926924268018,186,149.0,45369.0,2382.404163012662,-0.04095453435339923,-1.353442603628818,2.4637736709974316,3
WP_20150917_015.jpg,138.6741299268018,70,154.0,48841.0,3188.80808276634,0.009116982936703304,-1.5411526271014826,2.498136110865921,3
WP_20150917_016.jpg,143.01825042229729,169,159.0,43681.0,2386.6682816461853,-0.12100301006751786,-1.4956593000404046,2.276429299299428,3
WP_20150917_018.jpg,151.17375098536036,205,175.0,46656.0,3172.9797927178342,-0.5342574090116954,-1.3571911345326757,2.1883084927889747,3
WP_20150917_019.jpg,138.62835627815315,151,143.0,51076.0,2242.8217428527955,0.0059201280756542895,-1.1635673971291267,2.437004123581052,3
WP_20160302_513.jpg,135.38143806306306,137,135.0,47524.0,1890.4870275265694,0.18811656934269091,-0.8686990219711208,2.440415669766462,3
WP_20160302_514.jpg,136.03809980292792,95,133.0,42436.0,1668.6160899309177,0.3497198977433378,-0.7308649904864146,2.353681670522624,3
WP_20160302_515.jpg,134.76292131193694,140,135.0,52441.0,1918.601231336432,0.17348653038512551,-0.7842090469710832,2.4744684823952108,3
WP_20160302_518.jpg,135.0926825731982,138,135.0,49729.0,1932.7227510160756,0.22232990047862847,-0.8542812055967874,2.446073409411337,3
WP_20160302_519.jpg,133.79978125,101,130.0,44521.0,1701.2148141976438,0.36785061338731445,-0.7452455553069783,2.3599429454146015,3
WP_20160302_520.jpg,133.81413457207208,135,133.0,51984.0,1941.647320596755,0.1935337047124427,-0.7769877097150673,2.484921477439646,3
WP_20160302_521.jpg,132.26393074324324,101,128.0,49284.0,1698.3737031753838,0.41727289930000766,-0.6788090245589258,2.352135088160195,3
WP_20160302_523.jpg,133.3492027027027,86,132.0,51076.0,1941.5627894544073,0.2637566559107843,-0.8062799448386371,2.4588568812418363,3
WP_20160302_525.jpg,133.26433361486485,86,132.0,50176.0,1899.7570176612235,0.2771193544248273,-0.789092822571277,2.445100498221565,3
WP_20160302_527.jpg,135.07471100788288,89,133.0,48400.0,1865.0709245997605,0.2799853200983253,-0.7981341179061068,2.4352597808326997,3
WP_20160302_528.jpg,135.69420087274776,98,132.0,49729.0,1658.2741379354384,0.37961283098075255,-0.6794848786014263,2.3447901533608944,3
WP_20160302_529.jpg,134.5987166385135,137,134.0,48841.0,1826.2653969171724,0.23120888691497735,-0.7588306436350232,2.4404097690729376,3
1.jpg,168.27578922193877,177,173.0,51076.0,904.290569769348,-1.9457730127366903,6.272611732521707,1.8155697560035595,4
10.jpg,140.73708545918367,166,143.0,31684.0,719.3750723727987,-0.5777902980120437,0.019852170538300573,1.8237796442223395,4
11.jpg,161.43706154336735,168,166.0,25281.0,417.2157852430236,-2.071544053406562,5.409433048987697,1.218661324966783,4
12.jpg,142.09717793367346,161,148.0,39204.0,940.6315800461457,-1.193410684368687,1.4686721128203954,1.89425392248454,4
14.jpg,153.92596061862244,179,168.0,42436.0,1837.3608885462804,-1.7387000010953184,2.909052677458255,2.094085684793394,4
15.jpg,133.77863919005102,148,138.0,58081.0,515.4595891558494,-1.424432246224245,2.87369670242854,1.4369605235284546,4
16.jpg,144.1846699617347,180,167.0,46225.0,2332.6475376302333,-0.7864433513430665,-0.8649590252434014,2.207463380949804,4
17.jpg,175.40672831632654,192,188.0,26244.0,1017.1532104695552,-1.8540086256994692,2.3433576811488983,1.7852022840105324,4
18.jpg,179.22781808035714,196,186.0,33856.0,708.458641811293,-2.3008717096240425,6.548917288082475,1.6379275488855478,4
19.jpg,137.69280133928572,147,142.0,42025.0,982.6048078731615,-1.5095698606250443,4.304445771317864,1.9276559019443327,4
2.jpg,186.06022799744898,205,198.0,51076.0,1267.1974248842416,-1.9956225035067896,4.453161515467435,1.7039650772287915,4
20.jpg,161.99294483418367,211,194.0,37636.0,3321.529526117493,-0.7684002141428194,-1.0414452589156695,2.0638516743743605,4
21.jpg,148.34093989158163,195,177.0,50176.0,3070.4647748181346,-0.6312696321417572,-0.997175134251898,2.4624032026840252,4
22.jpg,142.20665258290816,157,147.0,43681.0,1313.9158605581915,-0.4769118370220247,-0.23609154115531394,2.2414332154638297,4
23.jpg,165.5158840880102,174,169.0,34596.0,522.1079667646255,-2.7290015606414855,11.657277355918247,1.3163113152558632,4
